external_bet_id,external_player_id,stake_amount,odds,potential_payout,settled_payout,bet_type,product_type,sport,market_type,event_id,selection,channel,placed_at,settled_at,status,game_id,game_name,game_provider,game_category,rtp_teorico
BET-001735,PLY-NETW-106,1144.98,4.32,4946.32,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Away Win,APP,2026-01-26T09:15:55Z,2026-01-28T17:15:55Z,LOST,,,,,
BET-002054,PLY-PEP_-120,3936.24,5.56,21885.49,21885.49,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,GRE_VS_INT_20260322,Draw,WEB,2026-01-26T09:30:28Z,2026-01-28T17:30:28Z,WON,,,,,
BET-001143,PLY-NORM-076,42.87,4.38,187.79,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,WIMBLEDON_R1_20260315,Away Win,WEB,2026-01-26T10:18:20Z,2026-01-27T10:18:20Z,LOST,,,,,
BET-001596,PLY-STRU-096,54.33,1.80,97.79,97.79,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,BOT_VS_FLU_20260323,Home Win,APP,2026-01-26T10:22:58Z,2026-01-29T05:22:58Z,WON,,,,,
BET-001370,PLY-INCO-087,3575.32,2.82,10082.39,10082.39,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,PAL_VS_SAO_20260321,Under 2.5,TERMINAL,2026-01-26T10:33:24Z,2026-01-28T15:33:24Z,WON,,,,,
BET-000892,PLY-NORM-062,199.38,4.34,865.32,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,BTTS Yes,APP,2026-01-26T11:19:37Z,2026-01-28T15:19:37Z,LOST,,,,,
BET-000447,PLY-NORM-034,160.01,5.81,929.66,929.66,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Draw,WEB,2026-01-26T12:17:45Z,2026-01-26T23:17:45Z,WON,,,,,
BET-001587,PLY-STRU-095,127.81,3.41,435.82,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,ATM_VS_CAP_20260318,BTTS Yes,WEB,2026-01-26T12:37:08Z,2026-01-29T09:37:08Z,LOST,,,,,
BET-000475,PLY-NORM-035,245.18,2.96,725.74,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Home Win,TERMINAL,2026-01-26T13:06:56Z,2026-01-27T21:06:56Z,LOST,,,,,
BET-001442,PLY-INCO-089,2828.75,2.07,5855.51,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,ATM_VS_CAP_20260318,BTTS Yes,WEB,2026-01-26T14:38:25Z,2026-01-26T17:38:25Z,LOST,,,,,
BET-000060,PLY-NORM-004,84.87,6.17,523.66,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Under 2.5,APP,2026-01-26T15:45:00Z,2026-01-29T02:45:00Z,LOST,,,,,
BET-000466,PLY-NORM-034,81.09,4.32,350.32,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,BRA_VS_ARG_20260401,Draw,WEB,2026-01-26T17:06:39Z,2026-01-26T22:06:39Z,LOST,,,,,
BET-000194,PLY-NORM-013,70.92,6.47,458.87,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,PAL_VS_SAO_20260321,Under 2.5,APP,2026-01-26T17:09:33Z,2026-01-28T02:09:33Z,LOST,,,,,
BET-000587,PLY-NORM-042,303.39,5.47,1659.53,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,BAH_VS_FOR_20260319,BTTS Yes,WEB,2026-01-26T17:40:48Z,2026-01-28T09:40:48Z,LOST,,,,,
BET-001755,PLY-NETW-108,382.75,1.92,734.88,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,CRU_VS_AME_20260316,Under 2.5,APP,2026-01-26T23:08:34Z,2026-01-29T10:08:34Z,LOST,,,,,
BET-000429,PLY-NORM-032,121.42,4.52,548.82,47.32,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,PAL_VS_SAO_20260321,Over 2.5,WEB,2026-01-26T23:48:07Z,2026-01-29T02:48:07Z,CASHOUT,,,,,
BET-001245,PLY-INCO-083,4095.96,4.81,19701.54,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,WIMBLEDON_R1_20260315,Draw,APP,2026-01-26T23:57:27Z,2026-01-28T14:57:27Z,LOST,,,,,
BET-000622,PLY-NORM-044,64.92,3.62,235.01,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,CRU_VS_AME_20260316,BTTS Yes,WEB,2026-01-27T01:01:47Z,2026-01-28T14:01:47Z,LOST,,,,,
BET-001532,PLY-STRU-092,97.03,2.50,242.58,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,SAN_VS_VAS_20260317,Over 2.5,WEB,2026-01-27T02:30:59Z,2026-01-28T22:30:59Z,LOST,,,,,
BET-001206,PLY-INCO-082,1281.19,3.05,3907.62,3907.62,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,GRE_VS_INT_20260322,Away Win,TERMINAL,2026-01-27T03:20:09Z,2026-01-28T07:20:09Z,WON,,,,,
BET-000355,PLY-NORM-026,105.55,4.20,443.30,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,SAN_VS_VAS_20260317,Home Win,TERMINAL,2026-01-27T04:12:07Z,2026-01-28T16:12:07Z,LOST,,,,,
BET-001166,PLY-NORM-079,68.47,6.56,449.18,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,NBA_LAL_VS_GSW_20260325,Over 2.5,APP,2026-01-27T05:31:42Z,2026-01-30T03:31:42Z,LOST,,,,,
BET-000888,PLY-NORM-062,65.88,4.81,316.87,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,ATM_VS_CAP_20260318,Under 2.5,WEB,2026-01-27T05:46:17Z,2026-01-27T11:46:17Z,LOST,,,,,
BET-001237,PLY-INCO-082,3935.58,4.57,17985.59,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,BOT_VS_FLU_20260323,Home Win,TERMINAL,2026-01-27T05:47:44Z,2026-01-30T05:47:44Z,LOST,,,,,
BET-000806,PLY-NORM-057,69.82,1.94,135.45,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,Under 2.5,WEB,2026-01-27T06:40:18Z,2026-01-27T22:40:18Z,LOST,,,,,
BET-000375,PLY-NORM-027,41.52,2.66,110.43,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,BAH_VS_FOR_20260319,Home Win,WEB,2026-01-27T06:49:23Z,2026-01-29T19:49:23Z,LOST,,,,,
BET-000952,PLY-NORM-065,25.57,7.73,197.65,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,FLA_VS_COR_20260320,Draw,WEB,2026-01-27T10:01:46Z,2026-01-28T00:01:46Z,LOST,,,,,
BET-000074,PLY-NORM-005,268.58,1.36,365.27,169.92,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BRA_VS_ARG_20260401,Home Win,APP,2026-01-27T10:44:03Z,2026-01-27T16:44:03Z,CASHOUT,,,,,
BET-001771,PLY-NETW-109,1072.80,3.43,3679.70,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,BTTS Yes,TERMINAL,2026-01-27T14:03:54Z,2026-01-29T12:03:54Z,LOST,,,,,
BET-001899,PLY-BONU-114,142.64,,184.00,184.00,CASINO_LIVE,CASINO_LIVE,,,,,WEB,2026-01-27T14:11:55Z,2026-01-30T05:11:55Z,WON,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-001517,PLY-STRU-092,309.64,2.83,876.28,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,GRE_VS_INT_20260322,BTTS Yes,WEB,2026-01-27T16:07:55Z,2026-01-29T03:07:55Z,LOST,,,,,
BET-000942,PLY-NORM-064,151.17,5.16,780.02,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Home Win,APP,2026-01-27T17:35:07Z,2026-01-28T22:35:07Z,LOST,,,,,
BET-001836,PLY-BONU-112,130.32,,160.29,0.00,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-27T17:48:10Z,2026-01-30T09:48:10Z,LOST,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-000814,PLY-NORM-057,77.90,5.17,402.77,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-27T17:49:05Z,2026-01-28T09:49:05Z,LOST,,,,,
BET-000131,PLY-NORM-008,246.43,4.89,1205.05,154.79,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,SAN_VS_VAS_20260317,BTTS Yes,APP,2026-01-27T18:04:49Z,2026-01-30T03:04:49Z,CASHOUT,,,,,
BET-001438,PLY-INCO-088,1870.19,4.50,8415.87,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,UFC_300_20260329,Away Win,TERMINAL,2026-01-27T18:15:17Z,2026-01-30T07:15:17Z,LOST,,,,,
BET-001965,PLY-PEP_-116,8476.46,4.16,35262.06,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,BOT_VS_FLU_20260323,Under 2.5,WEB,2026-01-27T18:25:29Z,2026-01-29T15:25:29Z,LOST,,,,,
BET-000621,PLY-NORM-044,171.18,5.96,1020.26,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,BTTS Yes,APP,2026-01-27T19:48:45Z,2026-01-29T18:48:45Z,LOST,,,,,
BET-000319,PLY-NORM-024,20.43,6.90,140.98,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,ATM_VS_CAP_20260318,Under 2.5,APP,2026-01-27T19:50:41Z,2026-01-29T10:50:41Z,LOST,,,,,
BET-002041,PLY-PEP_-119,1873.21,5.33,9984.22,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,FLA_VS_COR_20260320,Over 2.5,TERMINAL,2026-01-27T20:00:19Z,2026-01-30T16:00:19Z,LOST,,,,,
BET-000385,PLY-NORM-028,254.78,7.20,1834.42,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,GRE_VS_INT_20260322,Draw,TERMINAL,2026-01-27T21:35:32Z,2026-01-29T21:35:32Z,LOST,,,,,
BET-001888,PLY-BONU-114,32.26,1.18,38.07,38.07,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,PAL_VS_SAO_20260321,BTTS Yes,WEB,2026-01-27T23:23:19Z,2026-01-30T01:23:19Z,WON,,,,,
BET-000676,PLY-NORM-048,282.66,1.46,412.68,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,BTTS Yes,WEB,2026-01-27T23:26:19Z,2026-01-29T06:26:19Z,LOST,,,,,
BET-001385,PLY-INCO-087,4567.86,4.44,20281.28,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,BOT_VS_FLU_20260323,Under 2.5,TERMINAL,2026-01-27T23:45:38Z,2026-01-28T20:45:38Z,LOST,,,,,
BET-001282,PLY-INCO-084,3465.10,1.64,5682.77,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,PAL_VS_SAO_20260321,BTTS Yes,WEB,2026-01-28T00:50:25Z,2026-01-29T05:50:25Z,LOST,,,,,
BET-000648,PLY-NORM-046,137.88,2.28,314.36,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-01-28T01:09:22Z,2026-01-29T18:09:22Z,LOST,,,,,
BET-000016,PLY-NORM-001,70.64,4.63,327.06,327.06,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,UFC_300_20260329,Home Win,APP,2026-01-28T01:43:19Z,2026-01-30T10:43:19Z,WON,,,,,
BET-001640,PLY-NETW-099,1357.01,2.66,3609.66,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-28T02:26:43Z,2026-01-28T20:26:43Z,LOST,,,,,
BET-000788,PLY-NORM-056,216.11,6.68,1443.60,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BRA_VS_ARG_20260401,BTTS Yes,TERMINAL,2026-01-28T03:03:03Z,2026-01-31T01:03:03Z,LOST,,,,,
BET-000820,PLY-NORM-058,74.33,4.58,340.45,340.45,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Home Win,WEB,2026-01-28T03:37:06Z,2026-01-28T04:37:06Z,WON,,,,,
BET-000732,PLY-NORM-051,35.06,3.67,128.68,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,CRU_VS_AME_20260316,Home Win,TERMINAL,2026-01-28T04:08:46Z,2026-01-29T10:08:46Z,LOST,,,,,
BET-000442,PLY-NORM-033,115.45,7.57,873.98,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,UFC_300_20260329,Home Win,TERMINAL,2026-01-28T05:32:21Z,2026-01-29T05:32:21Z,LOST,,,,,
BET-001720,PLY-NETW-105,1252.72,2.54,3181.91,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,NBA_LAL_VS_GSW_20260325,Over 2.5,WEB,2026-01-28T05:47:09Z,2026-01-30T13:47:09Z,LOST,,,,,
BET-001524,PLY-STRU-092,282.93,3.90,1103.42,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,SAN_VS_VAS_20260317,BTTS Yes,TERMINAL,2026-01-28T05:51:51Z,2026-01-30T00:51:51Z,LOST,,,,,
BET-000919,PLY-NORM-063,486.81,1.93,939.54,203.61,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,PAL_VS_SAO_20260321,Over 2.5,APP,2026-01-28T06:50:46Z,2026-01-29T09:50:46Z,CASHOUT,,,,,
BET-001551,PLY-STRU-094,384.66,2.81,1080.91,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Under 2.5,APP,2026-01-28T07:44:38Z,2026-01-30T10:44:38Z,LOST,,,,,
BET-001810,PLY-BONU-111,117.70,,161.26,56.43,SLOT,SLOT,,,,,APP,2026-01-28T07:58:52Z,2026-01-30T09:58:52Z,CASHOUT,GAME-SLOT-05,Aviator,Spribe,INSTANT,0.9700
BET-000817,PLY-NORM-057,75.13,7.77,583.75,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,WIMBLEDON_R1_20260315,Home Win,TERMINAL,2026-01-28T09:20:45Z,2026-01-28T10:20:45Z,LOST,,,,,
BET-001257,PLY-INCO-083,5802.01,1.70,9863.41,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BOT_VS_FLU_20260323,BTTS Yes,TERMINAL,2026-01-28T12:28:01Z,2026-01-28T20:28:01Z,LOST,,,,,
BET-000588,PLY-NORM-042,213.78,4.07,870.10,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,FLA_VS_COR_20260320,BTTS Yes,TERMINAL,2026-01-28T12:40:02Z,2026-01-31T03:40:02Z,LOST,,,,,
BET-001831,PLY-BONU-112,158.27,,205.75,47.53,SLOT,SLOT,,,,,APP,2026-01-28T13:02:09Z,2026-01-30T19:02:09Z,CASHOUT,GAME-SLOT-05,Aviator,Spribe,INSTANT,0.9700
BET-001158,PLY-NORM-078,38.99,1.89,73.69,24.46,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,WIMBLEDON_R1_20260315,Home Win,WEB,2026-01-28T14:05:18Z,2026-01-29T07:05:18Z,CASHOUT,,,,,
BET-001660,PLY-NETW-101,1546.18,2.29,3540.74,3540.74,SPORTSBOOK,SPORTSBOOK,MMA,1X2,NBA_LAL_VS_GSW_20260325,Under 2.5,TERMINAL,2026-01-28T14:25:28Z,2026-01-30T05:25:28Z,WON,,,,,
BET-000728,PLY-NORM-051,112.57,7.45,838.62,838.62,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Over 2.5,APP,2026-01-28T15:39:24Z,2026-01-30T07:39:24Z,WON,,,,,
BET-000317,PLY-NORM-024,355.70,5.47,1945.66,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-28T16:19:59Z,2026-01-29T10:19:59Z,LOST,,,,,
BET-000868,PLY-NORM-060,138.27,4.05,560.00,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-01-28T16:20:28Z,2026-01-31T12:20:28Z,LOST,,,,,
BET-001725,PLY-NETW-105,1081.50,4.70,5083.04,5083.04,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,Home Win,WEB,2026-01-28T17:08:18Z,2026-01-30T17:08:18Z,WON,,,,,
BET-001711,PLY-NETW-104,205.69,5.50,1131.32,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,WIMBLEDON_R1_20260315,Draw,WEB,2026-01-28T18:01:36Z,2026-01-31T04:01:36Z,LOST,,,,,
BET-000136,PLY-NORM-009,13.33,4.52,60.26,60.26,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,GRE_VS_INT_20260322,BTTS Yes,TERMINAL,2026-01-28T21:36:08Z,2026-01-31T04:36:08Z,WON,,,,,
BET-001569,PLY-STRU-095,260.53,1.55,403.82,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BAH_VS_FOR_20260319,Under 2.5,WEB,2026-01-28T21:43:05Z,2026-01-31T03:43:05Z,LOST,,,,,
BET-000359,PLY-NORM-027,103.59,6.21,643.32,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,FLA_VS_COR_20260320,Over 2.5,WEB,2026-01-28T22:24:55Z,2026-01-29T10:24:55Z,LOST,,,,,
BET-000090,PLY-NORM-006,122.20,2.29,279.83,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,ATM_VS_CAP_20260318,Under 2.5,TERMINAL,2026-01-29T00:07:42Z,2026-01-29T05:07:42Z,LOST,,,,,
BET-001226,PLY-INCO-082,2996.33,4.30,12884.21,12884.21,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BAH_VS_FOR_20260319,Under 2.5,APP,2026-01-29T01:38:22Z,2026-01-29T08:38:22Z,WON,,,,,
BET-001311,PLY-INCO-085,4544.95,4.48,20361.35,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,BRA_VS_ARG_20260401,Draw,WEB,2026-01-29T01:55:46Z,2026-01-31T19:55:46Z,LOST,,,,,
BET-000785,PLY-NORM-055,498.43,4.36,2173.14,2173.14,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Under 2.5,TERMINAL,2026-01-29T02:29:20Z,2026-01-29T11:29:20Z,WON,,,,,
BET-001453,PLY-INCO-089,1300.95,3.54,4605.36,693.83,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,FLA_VS_COR_20260320,BTTS Yes,WEB,2026-01-29T03:22:26Z,2026-01-31T23:22:26Z,CASHOUT,,,,,
BET-000443,PLY-NORM-033,205.35,2.51,515.43,515.43,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,UFC_300_20260329,Away Win,APP,2026-01-29T03:24:39Z,2026-01-30T06:24:39Z,WON,,,,,
BET-001533,PLY-STRU-092,114.79,2.69,308.78,308.78,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,FLA_VS_COR_20260320,BTTS Yes,WEB,2026-01-29T03:41:13Z,2026-01-30T09:41:13Z,WON,,,,,
BET-000805,PLY-NORM-057,77.13,1.48,114.16,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Under 2.5,WEB,2026-01-29T03:56:06Z,2026-01-29T15:56:06Z,LOST,,,,,
BET-001641,PLY-NETW-099,1929.02,2.77,5343.40,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,BRA_VS_ARG_20260401,Home Win,TERMINAL,2026-01-29T04:16:36Z,2026-01-31T22:16:36Z,LOST,,,,,
BET-001739,PLY-NETW-106,236.43,5.25,1241.26,97.87,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,BTTS Yes,WEB,2026-01-29T07:13:37Z,2026-01-30T22:13:37Z,CASHOUT,,,,,
BET-000581,PLY-NORM-041,92.11,6.57,605.14,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,BOT_VS_FLU_20260323,Home Win,APP,2026-01-29T08:20:20Z,2026-01-29T16:20:20Z,LOST,,,,,
BET-000947,PLY-NORM-065,267.04,6.48,1730.39,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,UFC_300_20260329,Under 2.5,WEB,2026-01-29T08:34:41Z,2026-01-29T09:34:41Z,LOST,,,,,
BET-000323,PLY-NORM-024,476.71,7.55,3599.18,270.48,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BRA_VS_ARG_20260401,Draw,WEB,2026-01-29T08:49:26Z,2026-01-31T15:49:26Z,CASHOUT,,,,,
BET-001870,PLY-BONU-113,70.16,,98.93,0.00,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-29T10:02:05Z,2026-01-29T13:02:05Z,LOST,GAME-BACCARAT-01,Speed Baccarat,Evolution,TABLE,0.9862
BET-000958,PLY-NORM-065,277.79,6.94,1927.84,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,PAL_VS_SAO_20260321,BTTS Yes,APP,2026-01-29T10:09:01Z,2026-01-31T01:09:01Z,LOST,,,,,
BET-000628,PLY-NORM-044,261.26,2.55,666.23,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,BRA_VS_ARG_20260401,Home Win,WEB,2026-01-29T10:13:01Z,2026-01-29T18:13:01Z,LOST,,,,,
BET-000270,PLY-NORM-020,190.44,4.81,916.04,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Home Win,APP,2026-01-29T13:55:43Z,2026-01-30T10:55:43Z,LOST,,,,,
BET-000976,PLY-NORM-066,68.00,6.72,456.96,39.82,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,CRU_VS_AME_20260316,Under 2.5,TERMINAL,2026-01-29T14:03:37Z,2026-01-31T00:03:37Z,CASHOUT,,,,,
BET-001934,PLY-BONU-115,128.84,1.33,171.36,171.36,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,GRE_VS_INT_20260322,BTTS Yes,APP,2026-01-29T14:51:58Z,2026-01-30T06:51:58Z,WON,,,,,
BET-001348,PLY-INCO-086,3531.70,3.82,13491.09,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,WIMBLEDON_R1_20260315,Under 2.5,TERMINAL,2026-01-29T15:30:00Z,2026-01-31T05:30:00Z,LOST,,,,,
BET-000281,PLY-NORM-022,173.41,1.95,338.14,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,WIMBLEDON_R1_20260315,Under 2.5,TERMINAL,2026-01-29T15:38:46Z,2026-01-31T10:38:46Z,LOST,,,,,
BET-000191,PLY-NORM-013,162.14,2.18,353.47,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,Away Win,TERMINAL,2026-01-29T16:13:04Z,2026-02-01T00:13:04Z,LOST,,,,,
BET-001944,PLY-BONU-115,185.32,,272.42,272.42,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-29T16:21:46Z,2026-01-31T18:21:46Z,WON,GAME-BACCARAT-01,Speed Baccarat,Evolution,TABLE,0.9862
BET-000575,PLY-NORM-040,102.83,3.39,348.59,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,GRE_VS_INT_20260322,Home Win,APP,2026-01-29T17:29:27Z,2026-01-30T17:29:27Z,LOST,,,,,
BET-001586,PLY-STRU-095,50.27,3.80,191.02,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,FLA_VS_COR_20260320,Draw,APP,2026-01-29T22:16:15Z,2026-01-30T16:16:15Z,LOST,,,,,
BET-001105,PLY-NORM-074,413.42,3.62,1496.58,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Away Win,WEB,2026-01-29T22:16:50Z,2026-01-30T04:16:50Z,LOST,,,,,
BET-001088,PLY-NORM-073,13.81,1.86,25.69,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,WIMBLEDON_R1_20260315,Away Win,TERMINAL,2026-01-30T02:13:07Z,2026-01-30T14:13:07Z,LOST,,,,,
BET-001288,PLY-INCO-084,2197.84,1.95,4285.79,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Away Win,WEB,2026-01-30T03:46:46Z,2026-01-30T22:46:46Z,LOST,,,,,
BET-001598,PLY-STRU-096,51.55,1.67,86.08,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,NBA_LAL_VS_GSW_20260325,BTTS Yes,TERMINAL,2026-01-30T06:34:48Z,2026-02-01T18:34:48Z,LOST,,,,,
BET-000808,PLY-NORM-057,59.04,5.00,295.20,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,BTTS Yes,APP,2026-01-30T06:41:58Z,2026-01-30T12:41:58Z,LOST,,,,,
BET-001832,PLY-BONU-112,121.96,1.07,130.50,130.50,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BAH_VS_FOR_20260319,Home Win,TERMINAL,2026-01-30T07:45:38Z,2026-02-02T05:45:38Z,WON,,,,,
BET-001770,PLY-NETW-109,678.13,3.75,2542.99,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,GRE_VS_INT_20260322,Draw,TERMINAL,2026-01-30T08:32:46Z,2026-02-01T17:32:46Z,LOST,,,,,
BET-001165,PLY-NORM-079,489.36,1.80,880.84,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,WIMBLEDON_R1_20260315,Under 2.5,WEB,2026-01-30T08:50:31Z,2026-01-30T14:50:31Z,LOST,,,,,
